tweets,polarity
kita udah masuk era di mana foto ai generated aja udah bisa semirip foto jepretan kamera.. if it doesn't concern you tolong renungkan lagi,2
gue sejujurnya bukan yang anti ai banget gue masih sering pake chat gpt buat minta saran atau curhat atau minta tolong benerin grammar atau brainstorming dll tapi kalo art tuh janganlah pake ai sektiplek tiplek,1
samaa plss ah nyesel bgtt make gpt jadi kecanduan,1
susah betul nak cari real gal..yang open for just a simple conversation. banyak fake account yg nak buat duit cepat tip dulu baru boleh layan dm. yang gambar tu pun banyak ciplak dan ai generated ..,2
gambarnya kreatif sekali menggambarkan dinamika kebangsaan kita. bikin sendiri atau karya ai min?,0
pakai ai itu pintar kalau dipakai dengan kritis. bukan buat gantiin otak tapi buat bantu kerja otak.,0
nah kan wkwk skg balik lagi ke pertanyaan awal gw jelaskan bedanya hasil design ai yg terinspirasi style orang dengan hasil design designer manusia yg kurang kreatif shg hasil designnya masih berstyle mirip2 d,2
sekolah fokusnya ke programing dan ai sekarang,0
nah..ini..sebar gambar ai tp gak ngerti..sekolah dulu biar pinter dikit,0
baca tarot di chat gpt sangat menghibur,1
pendidikan kritis sejak dini itu hrs dilkukan serta sbuah keharusan bkn di wacanakan untuk mengimbangi usulan masukjya ai dlm kurikukum sd..lha wong ai itu sndiri bikin ngak kreatif otak tumpul.kok..yg ngomong si samsul yg ngak oaham apa2,2
katanya kamu percaya banget sama ai. kemaren dikasih tahu algoritma ai malah ngeyel. sekarang ditunjukin info ai-nya malah ngomongin twitter orang lain. dek..dek..sekolah aja yg bener biar bisa pinter. kasi,2
chat gpt gua mulai kasih nama anj kok aneh ya?,2
aneh juga rasanya nyuruh ai buat ngerjain art wkwkwk biasa nyuruh ai buat benerin code sama formula guweehh,2
udah waktunya semua pegawai di kantor pelayanan umum diganti robot ai biar disiplin kerja,1
wkwkwkwk rill terimakasih kpd chat gpt,1
also penggunaan ai sebagai referensi gambar juga oke asal jangan jiplak. disclaimer: yang diomongin disini adalah generative ai bukan jenis ai yang lain,0
udah sampe dinotis kampus sebelah malu banget karena dia bilang uc punya jurusan dkv kenapa pake ai padahal kampus sebelah bisa pake art manusia : ),2
mau ngucapin makasi banget buat orang yang nyiptain chat gpt dan ai lainnya ô∏è,1
sebelum kenal ai dan cara menggunakannya coba belajar dulu cara kerja ai menghargai pekerja kreatif dan hak cipta dulu. lagian yang dikecam kan cuma generative ai harusnya,2
gaa aneh kok kaa temen ku jg ada yg suka curhat ke chat gpt. lebih baik dicurahin emgg. yg sabar &amp; kuat yaa,1
generative ai kalo cuma ngilangin potensi jutaan lapangan pekerjaan ya gapapa lah. tapi kalo sampe menghina raja kita itu yang ga boleh. kasihan tau kinerja mereka jadi terganggu. hidup mereka jadi sengsara mau makan jadi nggak mood. masa gitu aja kalian ga paham?,2
eh aku dah sempet gini kak dan aku nanya ke gpt katanya masih keliatan dengg ??,0
chat gpt dan google juga ditulis oleh ulama dan praktisi serta akademisi kok kak bukan karangan google atau chatgpt. jangan menolak modernisasi zaman ya,2
yep apalagi penguasa mendorong ai biar mereka2 yg cuma punya modal segunung tapi otaknya ga nyampe kayak fufufafa buat ngoding bisa ngoding tanpa kita. sekarang aja ai dah bisa. makanya jangan heran fufufafa semangat banget ngomongin a,0
nonton perdebatan soal generative ai ni bikin sakit hati mbuhla aku jg ngga ngerti kenapa sakit hatinya segitunya mungkin emg aku kolot ga mau give in sama ô∏èefisiensiô∏è krn bikin apa2 ya pake hati,2
jujur sekarang ngoding banyak diefisiensikan dengan ngeprompt di chatgpt. beneran lebih efisien. ai sudah pinter-pinter banget.,1
itu jin di kamar gw juga bingung dan prihatin liat gw ketawa ketawa chatan sama chat gpt,1
temen gue bikin pembahasan pake perplexity sama chat gpt. lulus cepet. honestly ai itu mempermudah jangan semuanya dikerjain ai:'),0
yg dapet gelar harusnya si chat gpt donkk,2
anjir chat gpt seru bgt diajakin ngobrol tentang kenriz hahahaha beneran nih ai terseru dalam hidup gue,1
hal serupa jugalah alasan kenapa banyak konten ai generated diberi ai supaya tidak menyesatkan dan juga karena konten tersebut tidak orisinal jadi orang tidak boleh memperjualkannya. makanya ai sebagai alat belajar bisa tapi ai sebagai pembuat,0
1) anggap ai sebagai partner kerja bukan pesaing. ai itu kayak asisten super : - ngerjain tugas-tugas rutin biar kita bisa fokus ke hal yang lebih penting - ngolah data besar dalam hitungan detik - ngasih draf awal buat ide kreatif contohnya buat penulis: ai bisa bantu,1
honestly programmer jg ga semudah itu gantinya wkwk. temen2 gue yg ngoding cuma jadiin ai bahan sampingan doang. gue pun pake buat ngasih tau bugnya di mana. tp logic desain sistem dll ya tetep dipegang manusia. susah cuy kayak gt mah,0
3. brc tunjuk yang kekuatan sebenar bukan pada prompt fancy tapi pada cara kita guna ai untuk tambah nilai diri &amp; kerja. 4. kalau kau rasa chatgpt tak bantu sangat mungkin sebab cara kita tanya yang salah. sesi ni bantu betulkan mindset tu.,0
eh pernah ding presentasi pas matkul kewarganegaraan sama pancasila dan sejauh ini gaada presentasi (ku n tmn tmn) yg full ai generated. pasti selalu ada 1 2 hal yang bisa didiskusikan dan itu nambah ilmu bgt. aku rasa itu salah satu privelege l,2
saya tanya chat gpt peluang nuklir pertama yang digunakan sejak terakhir di ledakan di hiroshima antara ukraina &amp; iran ternyata peluangnya justru lebih besar di pakai di konflik iran israel,0
bosen ahh counter attack para kecebong itu mulua yang kreatif dong. oh iya lupa junjungannya aja nyepong ai awokawok,2
iya product ini nyaris mustahil kali ya direplace ai. kalo programmer yang emang maunya ngoding doang tapi di luar itu ogah2an better diganti ai aja dah.,0
suruh ai nya ngoding,0
ofc chat gpt kapok sama orang yg ga espek responnya wkwk,0
skrg bener2 mending curhat ke chat gpt selain nggak ember bocor pengertian pintar dan solutif sekali,1
ai tu memang bijak. tapi kau lagi bijak kalau kau guna otak. sekarang semua benda serah dekat ai. tulis caption ai. buat kerja sekolah ai. tulis surat cinta pun ai. esok lusa kalau mak tanya nak makan apa? pun tunggu ai jawab.,2
okee noted aku coba chat gpt kaya gitu. palingan nanti aku tanya juga kira-kira bakal hujan lagi gak besok wkwk,0
kalau gitu berarti kalau mau punya karya ya buat dari jerih payah sendiri bukan dari ai generated giliran dah gini malah kecewa wkwkwkw,2
gue gapernah liat dia kerja kecuali promosiin ai,0
predictive ai ini contoh sederhananya digunakan untuk mengenali spam email rekomendasi netflixmu dsj. generative ai ya yang sering kita temui mulai dari create gambar/teks/dsj. agentic ai contoh sederhananya perintah di smart car yg bisa nyetir sendiri alexa semacamnya.,0
ai tuh harusnya digunakan sebagai pembantu manusia bukan sebagai pengganti manusia generative ai is prob the worst form of ai there,2
wm yg nama kamu keliatan. jd orng lain bisa tau itu art kmu. trs tambahin aja entah simbol atau coretan apa gtu yg ai sndiri gabisa ngilangin dan gak nutupin artnya gtu. kek punya artist thai yg usnnya do not repost gtu lupa namanya wkwkw,2
ini bukan ai watermarknya kan ada itu buat ngelarang siapapun untuk menggunakan art tsb ato repost apalagi buat ai kk,2
harusnya bahas ketersediaan dan kualitas lapangan kerja literasi digital tata kelola ai sampe ke ketegangan geopolitik global. menarik gak tu,0
@ minta gpt,0
heran sekarang byk produk yang pake ai ga kreatif bgt,2
btw tempat kerja saya di sg buka juga jr. ai/ml engineer remote.,0
chat gpt nya malah salting gitu,1
coba cari by apps chat gpt kak atau mungkin bisa dri maps buat mastiin kantornya kak,0
ngoding produk sendiri di kapal tanpa nyalain ai. balik ke cara lama baca source code cari dokumentasi dan ngubek-ngubek stack overflow rasanya mindful bener. ga kerasa 1 5 jam jadi bener-bener paham gimana liveview bekerja.,0
chat gpt nya tp bikinan zionis jg bro,2
need gpt prem yg gada limit an nya bergaransi,0
rapi juga generative ai nya lightroom,1
di sekolah tuh bnyk yg bsa kita pelajari diluar skill yg mngkin di masa depan udh tergantikan ai dan emg fitrahnya manusia selama msh hidup &amp; punya semangat ya hrs belajar. so it's still really worth to go to school.,0
kalau nggak salah ucla ini nomor 2 setelah berkeley (di jajaran uc). di rank top uni us dia masih masuk top 10 sih jd ya kaget dan sebel aja masa lulus pakai gpt anjerr stres,2
katanya sama chat gpt?,0
denial perempuan wajib diprovide salah satu bentuk patriarki. coba aja u suruh rinci ke google via chat gpt,0
nah itu menurut gw fine kenapa? karena menurut gw itu kebanyakan masuk ke ranah teknis buat kreatif jadi asalkan ai ini bukan dipake buat menggantikan sisi kreatif dalam pembuatan karya seluruhnya masih gw toleransi karena jatuhnya kaya d,1
tiap cari jawaban sandi privater aku selalu mengandalkan chat gpt dan meta ai,1
ini kabar buruk buat yang kerja entry-level atau junior. ga cuma kantor gue sebagian besar perusahaan juga akan ikut menghilangkan role entry-level associate dan junior. karena ini akan diambil alih sama ai. kabar baik untuk yang kerja di level senior atau manager. karena lo,0
kita bertanya pada ai karena kemudahan kecepatan dan akses ke pengetahuan luas. ai menjawab instan hemat waktu dan tersedia kapan saja. banyak yang menggunakannya untuk fakta belajar atau ide kreatif. tapi ada risiko jawaban sala,1
temenku udah ditahap gila pengen nikah maa chat gpt makanya panggilanya suamiku sma istriku gue ama got aja kek masih thap wajarlah ga lebay temen gue chat2anya ya allah gue baca geli anj,1
ngoding di vscode dengan bantuan github copilot beneran enak banget coy! inilah ai yang aku butuhkan bukan suno.,1
udh gtu suruh belajar ngoding ama ai,0
ai kocak ngoding sendiri malah cepet,1
lu kalo liat reply-nya bakal lebih kejang-kejang soalnya hampir kaga ada yang kontra sama yg ngepost malah pamer kerja hasil ai oh my god we're so doomed,2
biasa pakai ai apa aja bang buat assist saat ngoding?,0
eh pada coba nyelem dong di threads. gua lagi coba ramein tentang ini di sono. bahkan ada segelintir orang yang ngatain gua anti teknologi. padahal bukan ini poinnya wkwk sebenernya gua ga masalah adanya ai yang gua sayangkan generative ai yang,2
tulisannya kreatif tapi gambar pake ai.. ni kek orang ngetik aku jago masak tapi masakannya beli di resto,2
chat gpt tulis aja maunya kek gimana kek make chibi version atau apa itu banyak contoh¬≤nya di postan yang diqrt,0
sederhananya generative ai itu makan energy yang besar banget buat ngegenerate sesuatu. energy itu termasuk listrik air yang langsung ngaruh ke sda lain dan ngehasilin waste dan polusi buat bumi. using ai is much much more than an,2
isn't it actually good that ur artist is more respectful than y'all yang bilang ai itu baik? daripada kalian yang generate ai generated ghibli arts padahal itu jelas2 nyuri art style orang lain? a whole animation studio at that. berapa orang seniman itu yang kalian disrespect-,2
akuu jugaa bangga sama kamu fleurr bagus mendingan dari hasil kerja keras belajar sendiri dari pada pake ai ujian ko pake ai ‚äçô∏è,2
itu mah ai bro gabisa ngoding,0
tiap joki selalu hasilnya copas dari chat gpt capek banget dah mo nangis,2
oke mw beralih ke industri kreatif? dihajar ai dem,2
tolong justru dengan adanya ai generative kek gini perlu diresearch 2x ataupun lebih. ini yg persis diingini sama ai bros salah tebarin info orang lain langsung consume infonya jadinya malah nyebrain misinformation wkwkwkk,2
secara umum di banyak negara (termasuk indonesia): hak cipta hanya diberikan kepada karya yang dibuat oleh manusia. jadi jika gambar sepenuhnya dihasilkan oleh ai tanpa kontribusi kreatif manusia maka tidak bisa mendpatkan ha,0
ai generated images emang sejatinya jadi public domain. kecuali si pembuat orang inggris dan bikin gambarnya gak pure pake prompt tp diadjust pake tools lain bisa saja diproteksi copyright.,2
junjungan ai mereka itu gibran nabi mereka itu jokowi makanya rusak pun mereka ga peduli yg penting ada bukti kalau merka 'kerja' meski hasilnya sampah,0
iya ini miris banget masalah ai temenku yg kuliahnya dulu jurusan it sekarang ngajar di smk dikasi pelatihan bikin video ai ya ai dan itu nanti dilombakan padahal dulu pas kuliah mau bikin gambar aja ngoding lah ini malah pake ai menuju ind,2
ngoding pake ai nggambar pake ai ngerjain tugas pake ai ngerangkum pake ai tiba2 jadi indonesia generasi emas,2
eww ai baabi minimal kreatif dikit lh anjg,2
concernku juga sama seperti kalian berdua. gak cuma di bidang ilustrasi dan desain aja tapi menjawab pertanyaan pun banyak orang lebih rely ke generative ai. sudah gitu nggak pakai cross-check. apa nggak lama-kelamaan jadi malas miki,2
kalo masi ngawang pake teori apa ya isinya apa ya tujuan km mw nulis aja ga tau wallahu. dibalik satu bulan ini mlm kerja partime pagi masi kkn midnight ngedit skripsi. ai belum ditemukan apalagi chat*pt.,0
cara kerja &amp; fitur utama 1. creators &amp; rooms (ruang kreator) para analis trader pro influencer dll. dapat membuat rooms ruang eksklusif yang memuat wawasan pasar dan analisis khusus ai backroom otomatis menyaring dan menyusun informasi dari chat social media,0
ai meningkatkan produktivitas konteks sekolah produknya murid dalam kerjaan produknya bukan pekerja,1
jangan cuma riding the wave gini ya yth mentri ekonomi kreatif tapi tolong lebih peduli lagi sama pelaku kreatif di indonesia pekerja kreatif dan anak2 sekolah kreatif di indonesia. jangan suka pake ai untuk kebutuhan kreatif.,2
ini pemahamannya melenceng bener yang jadi masalah kan generative ai dipake buat ngecopy hasil karya identitas seniman.. bukannya kayak ganti kebo jadi traktor..,2
di luar keributan soal etika hukum dan copyright dari generative ai nya sendiri ada persoalan lain dimana generative ai yang di encourage skrng itu bikin orang2 di level pelajar ga belajar fundamental di industrinya.,2
nanya gpt pake sandi az,0
ai terooss.. masa ga kreatif sih?,2
orde baru dulu ga mau kerja keras skrng mau petantang petenteng..mentang mentang jual punawirawan terus hebat gitu. generasi muda skrng 100x lebih maju mengerti ai ber otak berilian mosok uda pensiun dpt gaji buta msh ngotot ingin berkuasa,1
apa apa serba ai orang orang pemerintah ga pada kreatif apa gimana ya wkwk pengennya yang simple mulu hahaha,2
makin kesini makin berasa kalau ai itu udah masuk ke dalam bagian kehidupan sehari2. sekarang aja kalau mau belajar sumbernya dari ai. contoh: belajar saham. ini enaknya jadi anak sekolah/ kuliahan jaman now. sumber informasi makin sldekat makin banyak.,1
kocak memang wkwkwkwkwkwkwkwkwkwk gabrenti ngakakin asli gambar an gausah suruh chat gpt deh data aja kasih jago noh dia,2
pengingat untuk diri sendiri: it's not okay untuk mengkomersilkan hasil generative ai. bukan perkara legal gak legal tapi gak etis sama sekali.,2
jadi ini tuh bukan soal yang udah belajar lama merasa terganggu enggak. ai can be used to help as a tool. but if you use it to make an end product that's generative ai that's the problem.,2
gibran daripada promosiin penggunaan ai mending u perbanyak sesi edukasi ttg bagaimana ai bekerja deh biar warga u ga bego bego amat sama teknilogi,2
kreatif..ter ai..ai,1
emg kan public domain jatuhnya. kecuali emg bikinan sendiri. kalo ai yg bikin mah mana ada hak cipta ai sendiri jg hasil nyolong art style artist,2
karena gua pun pernah beli gpt sharing premium buat ngoding trs pas liat history org org ada yg curhat tentang masalah dia and it makes me feel so sadd.. dia curhat ke ai krn dia ga punya someone to talk.,1
