clean_content;polarity
gpt ku sold nyari mana ya fh udah close ya;neutral
iyaakannn sesuai mau love bgt gpt;positive
anj sampe segitunya aja ga pikir sampe karna ktkt si gpt manis bgt kalo gpt pas cerita ajaa;positive
hahahahah seru curhat gpt;positive
gpt;neutral
pacar ambek gpt ae nder efektif;positive
gpt;positive
kalo cek ai turnitin file english kak kalo bahasa indonesia cek ai disaranin pakai gpt zero kakk;neutral
kali curhat chatgpt kali nang grgr gpt;positive
pakai je gpt susah;neutral
gpt banget kannn;positive
kmrn ak suru gpt bacain tarot;positive
idea - gt mintak hamba abdi gpt buat code - gt paste kat codepen usually for something more interactive easier this way duk try hard prototype kat figma;positive
gpt gemini meta ai;neutral
gpt nyata no root;neutral
emg gt nder gua pgn nikah sm gpt;positive
eh kalo gpt beda njir gapaham deh gue;neutral
ga abis pikirrr uda kasih kaca tetep aja pake gpt joki kolong meja temennya i m so fuckin crazy abt thisssssss;negative
hidup cht gpt curhatjya sm dya;positive
ga tau kalo curcol gpt bikin hati lega bikin nang sih;positive
pake gpt nggak sih;neutral
emg kepo nanya gpt;neutral
oke nih curhat gpt hihi;positive
samaa plss ah nyesel bgtttt make gpt candu;positive
ajg gimana uts buka gpt;negative
curhat gpt aga plit yh;positive
njir org baca tarot gpt relate gue kaga;negative
mlu curiga edit gpt yh;negative
cihuy thanks gpt;positive
tnp basa temp hyphen basi gpt;positive
jelasinnya gak pake gpt larang perintah cuman bawa narasi ilmiah tanggung jawab titik rat sumber informasi afiliasi;negative
omg notion chatan sm ai jg jir tau egk dewa gpt sm perplexity sie;positive
si gpt;neutral
wkwkwk tp bener dah gw jg curhat sm gpt sial bnr last straw mn sempetnya nang baca respon si gpt beneran orgillll;negative
damn abis nyoba baca tarot gpt and turns out hasil relate;positive
gpt o temp hyphen mini temp hyphen high imo enak or sesuai preferensi gue deh doi to the point nggak sugarcoating wkwk gue ga spesifik nge temp hyphen prompt;positive
kunyukk tarot gpt bener yoo;positive
gpt na sabi boy;neutral
ajg lucu bgt gue nanya ai gpt sm deepseek ngasih argumen beda argumen gue kirim kek tp ai belah gin ujung deepseek aku kalo analisa gpt teliti gpt kekeh sm analisanya;positive
jelek bgt gpt sial kek bagus gemini deh;positive
dua nya komunikasi tp klo ga ngerti sma yg ya sma aja klo gitu mnding ngobrol sma cht gpt aja lbih nyambung;positive
thanks bgt to gpt lega bgt ga orang jahat;positive
need gpt prem yg gada limit an nya garansi;neutral
gpt emang pinter abis ye kwkwkwk;positive
guys hasil survey gpt grok salahin aja gua;negative
mw org stand by tanyain mtk kayak bot gpt;positive
yg survey gpt anjir guaaa;negative
gpt lahhh oiya temen tetep yaa gmna yaa bnyk biar dapet solusi;neutral
wkwkwk gpt maestro yauda asbun;neutral
anjir gpt masak what if haikyuu boys serta produce;neutral
gpt bikin ga boring tuh cerita apa jg gas aja;positive
percaya ko besbi gue gue dihianati gpt;neutral
tengs abang gpt;positive
duh enak banget bakpia kukus kerja dd pas pesawat kunyah ya grok gpt dd suka batagor;neutral
habis nyoba gpt bikinin trs gw lgsg capek baca malas pikir;positive
nggak njir pakai gpt percaya full yapping bilang pake gpt;negative
blm jir ntu gpt;neutral
eh ak gatau ya kalo gin beneran sakit engga kemrn ak cek kuning trus lgsg ak cek lg udah ijo trus gpt tuh sbnr nya sistem ga ngebaca sakit error;neutral
rekomendasi gpt;positive
pusing banget bolak gpt gephi gdoc jurnal gt gt aja;neutral
fr uts matkul bahasa indonesia latsol gpt;neutral
smster skrg nemu modul yg salah jd tandain kasih terang kalo hitung salah pake alternatif kayak yt gpt bener enggknya krna tes formatif aja yg salah jwbnnya jd bner;neutral
perkara orang gak baca studi sampe tuntas gpt yg bikin bego males baca biang;negative
gpt teman baik deeptalk;positive
cerita gpt seru bangett aksnsbshkwnsgw;positive
sumpah ditenangin gpt sampe nang anjir deep bgt maaf gila;positive
gpt ya gemini use karlo its decent;neutral
gpt hegomonia;neutral
gpt dibi lavuk;neutral
it s fine but gw pribadi pake gpt nanya grammar aja bener blm gt;neutral
email akses gpt team;neutral
temen gw sm itb pake gpt lolos ftsl l smitb;neutral
gpt ni benda simple je la takleh fully depend;neutral
gpt paglu;neutral
ai buka gpt udh limit;neutral
benerr jg neng bgt cerita gpt;positive
mantap emang mamank gpt;positive
wkwkwkkw baik grammarnya coba gpt;neutral
gpt is da bes eper;positive
ga mood ngajar krn gue murid w yg pake gpt;negative
benci banget orang gantung gpt minimal setor tuh proofreading kek tara banget tau karna tata bahasa jelek banget;negative
gpt hari trauma dikit saya wkwkwkwk;negative
iya kyky itu ga langsung batalin karna gatau jg dibatalin nanya gpt ribet bgt syarat;neutral
gpt aj;neutral
curhat ama gpt bikin nang anjir ga paham segitunya;positive
yg blg kalo pake gpt bikin bodoh yg bkn pake gpt ngerjain tugas trs dicopy mentah tp jelasin materi yg gk paham mintain sumber nya sumber jg sumber jurnal trs b;negative
din tarot gpt aja;positive
warning baca translate hasil gpt pls suka ngaco;negative
udah gue gpt aja udah ga gue mintain tolong;neutral
ngetik kalo familiar gaya gpt ya ga heran ngerasa manusia emang ngobrol ai orang;negative
cht gpt ka;neutral
demen chattan ama gpt get a life aja kak;negative
damn abis denger anak fkg ua blg mhs yg pake fake seb gpt;negative
haha engga bg quote olah gpt sesuai gambar;neutral
owalaahhh gpt nya jdi kek people pleaser gitu yak kalo curhatnya yg lumayan deep iya sih susah skdjskdkso;negative
oooooooo gpt bantu yaaa prompt nya gimana;positive
nanya gpt kakk;neutral
nanya gpt pake sandi az;neutral
damn gpt pake attachment media limit;neutral
cerita gpt tuh hbs a b mnrtmu yg lakuin bener gak jwban gpt cenderung memvalidasi tp kl cerita hbs a b sikap ku c buat ku i;positive
mending yg spontan gw ngejawabnya kocak banding nunggu gpt;negative
sbnrnya gantung gmn curhat nya yahh cm kdg kl nanya general ga rujuk nyata abc gpt dar memvalidasi laku pdhl dlm sosial kdg ga bgt yah salah ya salah tp kl kt curhat g;positive
gpt bro;neutral
emg partner bnr gpt;positive
pas virtual kek langsung inget gpt;positive
ai yg bikin mata fokus kr kemera pdahal mah asli nya lah baca gpt wkwkwk;positive
urus upchar serah gpt gemini grok aja kak;positive
pakai mu emoji emoji gitu gimana gpt nya;positive
kakk kahh gpt;neutral
bentar curhat samo gpt tu;neutral
w dikatain nirempati gpt njir;neutral
kalo pake gemini brainstorm kodingan kalo gpt generate gambar aset;positive
gpt plus harga sii jual gk sii;positive
gpt says;neutral
numpahin gpt ya hahaha bgt sgt guna pribadi yg gabisa cerita org pelukk jauhh araa;positive
tau curhat gpt dapat masuk logika bgt kapan cobain la drpd curhat temen takut bongkar;positive
makan goblok manusia internet ya golong bani gpt;negative
kayak pas pake cari harga pasar salah project gpt ama gemini beda yg ngrusak harga pasar yg mahal wkwk gatau yg data bener pas liat sumber yg dicantumin g;negative
pake aja plot gpt;neutral
gpt gemini;neutral
deg jgn ngomong ntar panggil gimana ya praktekin nya bentar gpt dlu ya;negative
uap full gpt kali yh dksksk uxh muak njir hadap minggu;positive
elah gpt tu wkwkw;neutral
ngga ka chatan ya gpt aja gausah orang;positive
ga pikir pake instan alias pake gpt ngrjain jadwal ya wksksk;positive
gpt or gemini;neutral
si noxa bikin tung tung pure gegara gabut lu tinggal ngetik prompt gpt udah selesai what efforts do you spend on that shit;positive
curhat gpt suru banget anjir;positive
bener gabisa stop curhat gpt ttp allah first ya;positive
sok sok tag pdhal coba curhat sma gpt;positive
kak teman gaya tulis kyk gitu dihate abis smpe dibuatin tiktok giring opini kalo teman author gpt rem ai smpe karya tulis bagus typing yg ga awam bahan rujak;negative
gpt laaa;neutral
how gpt pro;neutral
lu bloon karna gpt;negative
gak tau malu orang orang nyontek gpt cuih;negative
main gpt bahas makna puitis lagu seru ya;positive
gmna klo phuw yg nembak krna tau nara nnya gpt nembak;negative
ngapain copas gpt udah dijelasin sm gpt kerap muncul dlm wacana islam progresif ku adlh kembang teks lawan tafsir klasik patri;negative
tp gpt;neutral
panik lu suruh ngoding tp ga nanya gpt;positive
saking desperate nya galau gamau denger lagu gamau baca au bikinin cerpen gpt;positive
search nya gpt tp copilotnya bilang kayak aja aja pick me pick me up;neutral
serah cht gpt;positive
materi ai rumit yh otak ku struggle gpt;positive
kzl bgt gpt ege sih pft;negative
nanya gpt bingung;neutral
nggak salah ucla nomor berkeley jajar uc rank top uni us masuk top sih jd ya kaget sebel aja lulus pakai gpt anjerrrrr stres;negative
gpt;neutral
ajg curhat gpt ni mantep bgt ye;positive
kek gue beneran udah gila dah chatan sm gpt gue suruh cerita dasar mimpi gue yg ajaib;positive
tmi anak informatika yg pas blom tau gpt ygy;positive
kalo yg nyoba gpt wkwkw gpt ku prem kalo manipp;neutral
deeptalknya gpt aja;positive
sdank pacar sm gpt;positive
mol gpt;neutral
tulis tentang kadang ajar tulis ajar ikhlas -gpt;positive
gue tolak pake gpt sengaja ken latih otak biar ga karat;negative
kenapa gpt pake verif;neutral
taun peetama kuliah kmrn full nang sih gin kaget telah coba biasa nanya temen mepet mepet gpt gimana pdhl dri full les kuliah ga les;neutral
pokok mah pelope deh emang chet gpt;positive
apa gua stresss banget anjir deadline lapor tugas dimajuin besok laptop gua tiba mati gabisa dinyalain besok gua uji ni dosen ngiranya gua gpt yg satset matkul lu susah ya goblokkkkkkk;positive
bukanny ajar color analysis gpt okok;positive
aplikasi gpt kah pnsrn bgt sebenernya;neutral
gpt sor;neutral
udah ngobrol sm gpt;positive
admin gpt sih typing teman kuh;positive
fck someone to talk gpt dengerin curhatan hakim;positive
ga tau coba gpt;neutral
marah gpt kemarin dibikinin narasi hashimada ga;positive
dl pakek gemini kek sih ni ai kek bot smp skrg blm coba gemini lg lbh suka langgan gpt pro ngolah data;positive
gpt pro bkn plus;neutral
jahat banget ah curhat gpt aja;positive
berkat gpt nanyain saking kepo nya ga asa dah jam gin aja;positive
gpt emang type sing softspoken sabar ngusahakke afirmasi positif  rencang kulo;positive
gw pinter gpt;positive
ya lu coba kocak percaya gpt;negative
ehhh tahu gpt yg mikir timbang;positive
gpt see it as mc;neutral
huhu nggak sempet jalan mnta tlong gpt aja;positive
gpt jelasin pake bahasa bayi;positive
gw aja main tarot gpt pikir ken ajak tunrak barth main tarot wkwk penasaran tarot ttg;positive
certik verified done;neutral
gabakal tau how i really feel kecuali tuhan buku diary ku chad gpt;positive
selingkuh gpt;positive
curhat gpt;positive
coba gpt;neutral
kocaakkk gpt aja taukk klo santa udah tempel perth;positive
dah rusak ni gpt;negative
sppun yg klo ngerjain lapor trs pake gptt pls bgt baca dl anjrrr jgn main copas tara bgt tulis gpt based istilah temp hyphen istilah asing yg oot tlong yh lo udh anak sd lg;negative
tuh gpt gpt;positive
bgstt gpt deh;neutral
gua curhat gpt aja kali ya;positive
aman ajaa cari versi pdf nya trus upload gpt trus ai tsb cari file pdf nya;neutral
gpt grok;neutral
kl curhat kak laras dapet nang dapet ketawa gp kalo si gpt anjing emang satirin mulu gue fak tp lucu jg makasih suda hibur hari;positive
did he just ask me how to kubur kucing maaf all i can do suruh searching gpt;neutral
emang worfh it curhat kd gpt;positive
chibi buat gpt yg gw jd ilustrasi ff troublemaker lucu bgt bener unyu ilustrasi ff action wkwk;positive
aduh gemes bgt cerita ma gpt;positive
gpt;neutral
gue tebak lu nanya gpt;positive
ya allah tolong jauh hamba team kelompok ga otak tau bantu cari data pake gpt mentah mentah parafrase semster moga ubah dah kaga kuat ngadepin nya mending pinter si sertain sumber jurnal link internet informasiny kg;negative
bjir ai gpt;neutral
eh dah sempet gin kak nanya gpt liat dengg;neutral
tp lot yak gpt wa;neutral
pelan pelan na buka modul buka google buka gpt the;neutral
gpt;neutral
ga spesifik ai studio ghibli miyazaki udah ngerasa gak suka art ai cmiiw coba googling aja ngerti maksud susah jelasinnya;negative
barusan liat akun ig handmade art design grafis pake ai;neutral
kelas skripsi s pake ai plagiasi tuh udah aneh bgt emang kudu cari state of the art macam but kindly ketemu sumber tinggal parafrase halus doang aja kaya copy paste versi gampang;negative
mutualku ngelike ai art pls unmoot me ga support ai art;negative
gara ai fanarts trust issue njirr ai art bangsat;negative
gapapa udah kali gocek gak sengaja rt ai art susah banget liat beda;negative
ai image detector sbenernya udah krn artist tau klo karya dicolongin ama ai ampe demo protest sosmed skrng artist udah proteksi art mreka biar anti ai;negative
ai watermark ngelarang art tsb ato repost ai kk;negative
kesel gw gak twitter gak pixiv liat ai art label masuk art tag kalo gak gambar kasih tanda biar tau kalo lu dibuatin mesin beda orang bener gambar tangan;negative
ai skrg ai bikin art d detail yg aneh bentuk nya jari mata;negative
ai art kayak stickernya tulis do not feed to ai dipake ngelatih ai gitulah artists jp suka naruh gituan karya;negative
wahhhhh ai art wahhhhh;negative
art paham kak maksud twit yg bingung tuh bedain tulis hasil ai ori krn tau yg nulis ff pakai ai;negative
wm yg nama liat jd orng tau art kmu trs tambahin aja simbol coret gtu yg ai sndiri gabisa ngilangin gak nutupin artnya gtu kek artist thai yg usnnya do not repost gtu lupa nama wkwkw;negative
muak ai art;negative
lu sampe diblocked temen gw yg artis yg gym bareng jujur gw pikir bre cuman ga gw laku gw dah dewe konco kentel deh make ai art gitu even sarkas saran gw maksud sarkas internal yg ter;negative
thai enthu nih dibilangin jual barang yg pake art official emang batu ye aduhh kgk anjjj ga etis yg terang temp hyphen terang pake ai;negative
coba suruh ai bikin concept art character aja terap prototipe project jamin hasil muas muka beda temp hyphen beda proporsi banget skala industri;negative
alas ai ganti manusia bidang art konsistensi artificial intelligence intelligence temp hyphen dijadiin karyawan lemah nya bis;negative
udah sampe not kampus belah malu banget bilang uc jurus dkv pake ai kampus belah pake art manusia;negative
comifuro artistnya open po post temp hyphen cf tuh seger bgt hari ga buka sosmed ngeliat non temp hyphen ai art dr ujung ujung i need cf every week to neutralize my eyes from ai slops;negative
aneh nyuruh ai ngerjain art wkwkwk nyuruh ai benerin code formula guweeehhh;negative
eh tp lihat crednya no ai art just d vfx deh cmiiw;neutral
gue gasuka liat trend yg generate ai pake art style gibli kek nyiptain art style tuh susah anjir eh dicipet orang orang kek ignore aja yg normalisasi art pake ai ngamuk gegara colong ya oke ide lu ide mahal ya gaada hak jir;negative
emg public domain jatuh kecuali emg bikin kalo ai yg bikin mah hak cipta ai jg hasil nyolong art style artist;negative
detail perintah bagus hasil ai the art of prompt;positive
nyata aneh dr user ai klo udah tau ai art jelek ngapain sengaja bikin gambar jelek yg bener mah g trs ngecaci yg jd ai artist yg cuman nyolong gambar karya trs dijadiin ai;negative
niat main pinterest biar ketemu foto art bagus manusia real tumpu gambar ai slop i know you could ve done better;negative
asli pinterest bikin fitur filter ai generated picts sih beneran ganggu bgtt orang temp hyphen orang yg main pinterest tipe orang suka ai slop we search for an art klo pinterest gin temp hyphen tinggal;negative
cup cup ngga moga art ai jarang tl aja;negative
